Reporting Period,Permissions,Chart Feature 1,Chart Feature 2,GBP Value,Ratio,Chart,Year
2025Q4,Non-Life,Operating assets & other,Assets,13626620000,NA,Chart 2.1 - Non-Life,2025
2025Q4,Non-Life,Technical Provisions,Liabilities,175989703000,NA,Chart 2.1 - Non-Life,2025
2025Q4,Non-Life,Insurance related payables,Liabilities,18515858000,NA,Chart 2.1 - Non-Life,2025
2025Q4,Non-Life,Derivatives in liabilities,Liabilities,413935000,NA,Chart 2.1 - Non-Life,2025
2025Q4,Non-Life,Other liabilities,Liabilities,17779864000,NA,Chart 2.1 - Non-Life,2025
2025Q4,Non-Life,Excess Assets over Liabilities,Liabilities,97915432000,NA,Chart 2.1 - Non-Life,2025
2017Q1,Life,NA,25%,NA,102.77169842081784,Chart 2.2,2017
2017Q1,Life,NA,50%,NA,108.5030078363607,Chart 2.2,2017
2017Q1,Life,NA,75%,NA,134.56337187758027,Chart 2.2,2017
2017Q1,Non-Life,NA,25%,NA,134.89334376181174,Chart 2.2,2017
2017Q1,Non-Life,NA,50%,NA,186.2933866260774,Chart 2.2,2017
2017Q1,Non-Life,NA,75%,NA,296.6065416797537,Chart 2.2,2017
2017Q2,Life,NA,25%,NA,102.73305235868595,Chart 2.2,2017
2017Q2,Life,NA,50%,NA,108.7993406450751,Chart 2.2,2017
2017Q2,Life,NA,75%,NA,133.25822754864464,Chart 2.2,2017
2017Q2,Non-Life,NA,25%,NA,133.6144497544824,Chart 2.2,2017
2017Q2,Non-Life,NA,50%,NA,183.70959300492487,Chart 2.2,2017
2017Q2,Non-Life,NA,75%,NA,323.6381426281171,Chart 2.2,2017
2017Q3,Life,NA,25%,NA,102.71424700838753,Chart 2.2,2017
2017Q3,Life,NA,50%,NA,109.01613995530899,Chart 2.2,2017
2017Q3,Life,NA,75%,NA,133.41013976182,Chart 2.2,2017
2017Q3,Non-Life,NA,25%,NA,133.92278112878074,Chart 2.2,2017
2017Q3,Non-Life,NA,50%,NA,179.01129400442645,Chart 2.2,2017
2017Q3,Non-Life,NA,75%,NA,338.99051314454863,Chart 2.2,2017
2017Q4,Life,NA,25%,NA,103.13219300887661,Chart 2.2,2017
2017Q4,Life,NA,50%,NA,109.01808153985382,Chart 2.2,2017
2017Q4,Life,NA,75%,NA,138.36705634911118,Chart 2.2,2017
2017Q4,Non-Life,NA,25%,NA,131.58561445482525,Chart 2.2,2017
2017Q4,Non-Life,NA,50%,NA,177.81259536889692,Chart 2.2,2017
2017Q4,Non-Life,NA,75%,NA,341.3172925147601,Chart 2.2,2017
2018Q1,Life,NA,25%,NA,103.13514177234376,Chart 2.2,2018
2018Q1,Life,NA,50%,NA,108.96668656900145,Chart 2.2,2018
2018Q1,Life,NA,75%,NA,137.64585051004235,Chart 2.2,2018
2018Q1,Non-Life,NA,25%,NA,132.56263368211125,Chart 2.2,2018
2018Q1,Non-Life,NA,50%,NA,178.72781695985458,Chart 2.2,2018
2018Q1,Non-Life,NA,75%,NA,346.81985771668514,Chart 2.2,2018
2018Q2,Life,NA,25%,NA,102.9726303911541,Chart 2.2,2018
2018Q2,Life,NA,50%,NA,109.3812637282378,Chart 2.2,2018
2018Q2,Life,NA,75%,NA,143.13530709476797,Chart 2.2,2018
2018Q2,Non-Life,NA,25%,NA,132.746454833353,Chart 2.2,2018
2018Q2,Non-Life,NA,50%,NA,182.3846935701958,Chart 2.2,2018
2018Q2,Non-Life,NA,75%,NA,340.66913083256077,Chart 2.2,2018
2018Q3,Life,NA,25%,NA,103.01880791896897,Chart 2.2,2018
2018Q3,Life,NA,50%,NA,109.33592875919696,Chart 2.2,2018
2018Q3,Life,NA,75%,NA,138.00451387621803,Chart 2.2,2018
2018Q3,Non-Life,NA,25%,NA,130.89776544194189,Chart 2.2,2018
2018Q3,Non-Life,NA,50%,NA,182.6073154569235,Chart 2.2,2018
2018Q3,Non-Life,NA,75%,NA,340.0209691503614,Chart 2.2,2018
2018Q4,Life,NA,25%,NA,103.32004564766099,Chart 2.2,2018
2018Q4,Life,NA,50%,NA,108.68450739066198,Chart 2.2,2018
2018Q4,Life,NA,75%,NA,134.88643284143004,Chart 2.2,2018
2018Q4,Non-Life,NA,25%,NA,133.83972862303034,Chart 2.2,2018
2018Q4,Non-Life,NA,50%,NA,185.87667560971678,Chart 2.2,2018
2018Q4,Non-Life,NA,75%,NA,309.5117279533674,Chart 2.2,2018
2019Q1,Life,NA,25%,NA,103.13161124793989,Chart 2.2,2019
2019Q1,Life,NA,50%,NA,108.46813526200201,Chart 2.2,2019
2019Q1,Life,NA,75%,NA,127.82761461351824,Chart 2.2,2019
2019Q1,Non-Life,NA,25%,NA,133.8935790280752,Chart 2.2,2019
2019Q1,Non-Life,NA,50%,NA,190.36287531021867,Chart 2.2,2019
2019Q1,Non-Life,NA,75%,NA,302.9049567407435,Chart 2.2,2019
2019Q2,Life,NA,25%,NA,102.37886324363974,Chart 2.2,2019
2019Q2,Life,NA,50%,NA,108.27444515624487,Chart 2.2,2019
2019Q2,Life,NA,75%,NA,128.88586352579563,Chart 2.2,2019
2019Q2,Non-Life,NA,25%,NA,134.1995810288426,Chart 2.2,2019
2019Q2,Non-Life,NA,50%,NA,188.15985896678268,Chart 2.2,2019
2019Q2,Non-Life,NA,75%,NA,315.8165765489979,Chart 2.2,2019
2019Q3,Life,NA,25%,NA,102.3324821257867,Chart 2.2,2019
2019Q3,Life,NA,50%,NA,108.1540817260645,Chart 2.2,2019
2019Q3,Life,NA,75%,NA,128.82092045777455,Chart 2.2,2019
2019Q3,Non-Life,NA,25%,NA,133.0418933145124,Chart 2.2,2019
2019Q3,Non-Life,NA,50%,NA,186.0061887164647,Chart 2.2,2019
2019Q3,Non-Life,NA,75%,NA,303.7672362403153,Chart 2.2,2019
2019Q4,Life,NA,25%,NA,102.35108271123572,Chart 2.2,2019
2019Q4,Life,NA,50%,NA,108.03312956450056,Chart 2.2,2019
2019Q4,Life,NA,75%,NA,130.0366998536797,Chart 2.2,2019
2019Q4,Non-Life,NA,25%,NA,133.33269320061515,Chart 2.2,2019
2019Q4,Non-Life,NA,50%,NA,192.14617832229737,Chart 2.2,2019
2019Q4,Non-Life,NA,75%,NA,308.2647592891983,Chart 2.2,2019
2020Q1,Life,NA,25%,NA,102.17579787550339,Chart 2.2,2020
2020Q1,Life,NA,50%,NA,108.39543073029887,Chart 2.2,2020
2020Q1,Life,NA,75%,NA,127.3359512205758,Chart 2.2,2020
2020Q1,Non-Life,NA,25%,NA,131.6103154128139,Chart 2.2,2020
2020Q1,Non-Life,NA,50%,NA,184.40728547393925,Chart 2.2,2020
2020Q1,Non-Life,NA,75%,NA,294.2892662851029,Chart 2.2,2020
2020Q2,Life,NA,25%,NA,101.90901551491254,Chart 2.2,2020
2020Q2,Life,NA,50%,NA,106.3754007120336,Chart 2.2,2020
2020Q2,Life,NA,75%,NA,122.99194903347887,Chart 2.2,2020
2020Q2,Non-Life,NA,25%,NA,131.57890694516993,Chart 2.2,2020
2020Q2,Non-Life,NA,50%,NA,181.88442206665778,Chart 2.2,2020
2020Q2,Non-Life,NA,75%,NA,291.0015642444351,Chart 2.2,2020
2020Q3,Life,NA,25%,NA,102.01137756227736,Chart 2.2,2020
2020Q3,Life,NA,50%,NA,106.41391818614143,Chart 2.2,2020
2020Q3,Life,NA,75%,NA,124.21563096586694,Chart 2.2,2020
2020Q3,Non-Life,NA,25%,NA,131.9963487554258,Chart 2.2,2020
2020Q3,Non-Life,NA,50%,NA,182.17883644324266,Chart 2.2,2020
2020Q3,Non-Life,NA,75%,NA,302.7479839488151,Chart 2.2,2020
2020Q4,Life,NA,25%,NA,101.50034534362342,Chart 2.2,2020
2020Q4,Life,NA,50%,NA,107.24362089054841,Chart 2.2,2020
2020Q4,Life,NA,75%,NA,122.5056225248479,Chart 2.2,2020
2020Q4,Non-Life,NA,25%,NA,133.2740400567881,Chart 2.2,2020
2020Q4,Non-Life,NA,50%,NA,168.07802438928672,Chart 2.2,2020
2020Q4,Non-Life,NA,75%,NA,320.594783586478,Chart 2.2,2020
2021Q1,Life,NA,25%,NA,101.52540427568076,Chart 2.2,2021
2021Q1,Life,NA,50%,NA,107.52469850846114,Chart 2.2,2021
2021Q1,Life,NA,75%,NA,122.5056225248479,Chart 2.2,2021
2021Q1,Non-Life,NA,25%,NA,134.4379251187233,Chart 2.2,2021
2021Q1,Non-Life,NA,50%,NA,167.9558629547203,Chart 2.2,2021
2021Q1,Non-Life,NA,75%,NA,328.9858034512358,Chart 2.2,2021
2021Q2,Life,NA,25%,NA,101.57290833482313,Chart 2.2,2021
2021Q2,Life,NA,50%,NA,107.44109571604929,Chart 2.2,2021
2021Q2,Life,NA,75%,NA,124.38719839401674,Chart 2.2,2021
2021Q2,Non-Life,NA,25%,NA,133.65945657609834,Chart 2.2,2021
2021Q2,Non-Life,NA,50%,NA,175.37556615861524,Chart 2.2,2021
2021Q2,Non-Life,NA,75%,NA,312.450266931094,Chart 2.2,2021
2021Q3,Life,NA,25%,NA,102.25485813990043,Chart 2.2,2021
2021Q3,Life,NA,50%,NA,107.57455191000851,Chart 2.2,2021
2021Q3,Life,NA,75%,NA,124.38719839401674,Chart 2.2,2021
2021Q3,Non-Life,NA,25%,NA,130.9240146740031,Chart 2.2,2021
2021Q3,Non-Life,NA,50%,NA,171.51576101820876,Chart 2.2,2021
2021Q3,Non-Life,NA,75%,NA,309.4214047943161,Chart 2.2,2021
2021Q4,Life,NA,25%,NA,102.4209738428644,Chart 2.2,2021
2021Q4,Life,NA,50%,NA,107.26339367422966,Chart 2.2,2021
2021Q4,Life,NA,75%,NA,124.025127436415,Chart 2.2,2021
2021Q4,Non-Life,NA,25%,NA,131.66218012419003,Chart 2.2,2021
2021Q4,Non-Life,NA,50%,NA,172.75213701026914,Chart 2.2,2021
2021Q4,Non-Life,NA,75%,NA,299.6912502013228,Chart 2.2,2021
2022Q1,Life,NA,25%,NA,102.4209738428644,Chart 2.2,2022
2022Q1,Life,NA,50%,NA,107.63499693190927,Chart 2.2,2022
2022Q1,Life,NA,75%,NA,124.14649887095788,Chart 2.2,2022
2022Q1,Non-Life,NA,25%,NA,132.60457827023842,Chart 2.2,2022
2022Q1,Non-Life,NA,50%,NA,172.75213701026914,Chart 2.2,2022
2022Q1,Non-Life,NA,75%,NA,308.8801121877951,Chart 2.2,2022
2022Q2,Life,NA,25%,NA,103.10217198210087,Chart 2.2,2022
2022Q2,Life,NA,50%,NA,108.04271291969694,Chart 2.2,2022
2022Q2,Life,NA,75%,NA,140.8987391458158,Chart 2.2,2022
2022Q2,Non-Life,NA,25%,NA,130.18945787659945,Chart 2.2,2022
2022Q2,Non-Life,NA,50%,NA,163.3933061208635,Chart 2.2,2022
2022Q2,Non-Life,NA,75%,NA,272.84121200761564,Chart 2.2,2022
2022Q3,Life,NA,25%,NA,103.16010495691881,Chart 2.2,2022
2022Q3,Life,NA,50%,NA,108.01591704582414,Chart 2.2,2022
2022Q3,Life,NA,75%,NA,140.8987391458158,Chart 2.2,2022
2022Q3,Non-Life,NA,25%,NA,128.76999611734635,Chart 2.2,2022
2022Q3,Non-Life,NA,50%,NA,161.91595235387953,Chart 2.2,2022
2022Q3,Non-Life,NA,75%,NA,272.418770997555,Chart 2.2,2022
2022Q4,Life,NA,25%,NA,103.76316663013012,Chart 2.2,2022
2022Q4,Life,NA,50%,NA,108.18547590045338,Chart 2.2,2022
2022Q4,Life,NA,75%,NA,148.73647387833668,Chart 2.2,2022
2022Q4,Non-Life,NA,25%,NA,131.55094052158026,Chart 2.2,2022
2022Q4,Non-Life,NA,50%,NA,163.9854161878711,Chart 2.2,2022
2022Q4,Non-Life,NA,75%,NA,278.93173933573007,Chart 2.2,2022
2023Q1,Life,NA,25%,NA,103.65355613034903,Chart 2.2,2023
2023Q1,Life,NA,50%,NA,107.74811253313081,Chart 2.2,2023
2023Q1,Life,NA,75%,NA,148.73647387833668,Chart 2.2,2023
2023Q1,Non-Life,NA,25%,NA,130.47137300218967,Chart 2.2,2023
2023Q1,Non-Life,NA,50%,NA,162.93864711117132,Chart 2.2,2023
2023Q1,Non-Life,NA,75%,NA,280.4530864330631,Chart 2.2,2023
2023Q2,Life,NA,25%,NA,103.36364205685133,Chart 2.2,2023
2023Q2,Life,NA,50%,NA,107.30143179509808,Chart 2.2,2023
2023Q2,Life,NA,75%,NA,142.10155722908544,Chart 2.2,2023
2023Q2,Non-Life,NA,25%,NA,131.8586779067015,Chart 2.2,2023
2023Q2,Non-Life,NA,50%,NA,165.89790723052232,Chart 2.2,2023
2023Q2,Non-Life,NA,75%,NA,270.9921934781909,Chart 2.2,2023
2023Q3,Life,NA,25%,NA,102.976403797209,Chart 2.2,2023
2023Q3,Life,NA,50%,NA,106.67070099429597,Chart 2.2,2023
2023Q3,Life,NA,75%,NA,142.10155722908544,Chart 2.2,2023
2023Q3,Non-Life,NA,25%,NA,131.1122873438841,Chart 2.2,2023
2023Q3,Non-Life,NA,50%,NA,165.95207867695984,Chart 2.2,2023
2023Q3,Non-Life,NA,75%,NA,271.31194659578887,Chart 2.2,2023
2023Q4,Life,NA,25%,NA,102.66993793654713,Chart 2.2,2023
2023Q4,Life,NA,50%,NA,106.58720806309469,Chart 2.2,2023
2023Q4,Life,NA,75%,NA,141.5476532876348,Chart 2.2,2023
2023Q4,Non-Life,NA,25%,NA,127.71594835765292,Chart 2.2,2023
2023Q4,Non-Life,NA,50%,NA,162.60610218421706,Chart 2.2,2023
2023Q4,Non-Life,NA,75%,NA,286.5929181353401,Chart 2.2,2023
2024Q1,Life,NA,25%,NA,102.66595454898133,Chart 2.2,2024
2024Q1,Life,NA,50%,NA,106.71963547485768,Chart 2.2,2024
2024Q1,Life,NA,75%,NA,141.5476532876348,Chart 2.2,2024
2024Q1,Non-Life,NA,25%,NA,129.47721029227472,Chart 2.2,2024
2024Q1,Non-Life,NA,50%,NA,162.31063688954092,Chart 2.2,2024
2024Q1,Non-Life,NA,75%,NA,284.7224464185387,Chart 2.2,2024
2024Q2,Life,NA,25%,NA,102.41877000191302,Chart 2.2,2024
2024Q2,Life,NA,50%,NA,106.74365206510727,Chart 2.2,2024
2024Q2,Life,NA,75%,NA,158.235043401674,Chart 2.2,2024
2024Q2,Non-Life,NA,25%,NA,130.68978610302068,Chart 2.2,2024
2024Q2,Non-Life,NA,50%,NA,162.47312431000566,Chart 2.2,2024
2024Q2,Non-Life,NA,75%,NA,295.88328839439697,Chart 2.2,2024
2024Q3,Life,NA,25%,NA,102.20306246153,Chart 2.2,2024
2024Q3,Life,NA,50%,NA,106.23665914549645,Chart 2.2,2024
2024Q3,Life,NA,75%,NA,158.235043401674,Chart 2.2,2024
2024Q3,Non-Life,NA,25%,NA,131.52555637659412,Chart 2.2,2024
2024Q3,Non-Life,NA,50%,NA,162.83914445020292,Chart 2.2,2024
2024Q3,Non-Life,NA,75%,NA,299.4680846423497,Chart 2.2,2024
2024Q4,Life,NA,25%,NA,102.21351678112663,Chart 2.2,2024
2024Q4,Life,NA,50%,NA,105.8476247270989,Chart 2.2,2024
2024Q4,Life,NA,75%,NA,145.0560411465111,Chart 2.2,2024
2024Q4,Non-Life,NA,25%,NA,131.8812096176459,Chart 2.2,2024
2024Q4,Non-Life,NA,50%,NA,170.1657840178333,Chart 2.2,2024
2024Q4,Non-Life,NA,75%,NA,303.74076742267056,Chart 2.2,2024
2025Q1,Life,NA,25%,NA,102.16204714766705,Chart 2.2,2025
2025Q1,Life,NA,50%,NA,105.8476247270989,Chart 2.2,2025
2025Q1,Life,NA,75%,NA,145.0560411465111,Chart 2.2,2025
2025Q1,Non-Life,NA,25%,NA,131.83736323538483,Chart 2.2,2025
2025Q1,Non-Life,NA,50%,NA,169.0441537178761,Chart 2.2,2025
2025Q1,Non-Life,NA,75%,NA,300.627661453137,Chart 2.2,2025
2025Q2,Life,NA,25%,NA,101.76348934815466,Chart 2.2,2025
2025Q2,Life,NA,50%,NA,105.95139376079672,Chart 2.2,2025
2025Q2,Life,NA,75%,NA,147.89789440280364,Chart 2.2,2025
2025Q2,Non-Life,NA,25%,NA,129.33823054712605,Chart 2.2,2025
2025Q2,Non-Life,NA,50%,NA,159.89795195547677,Chart 2.2,2025
2025Q2,Non-Life,NA,75%,NA,282.598328683691,Chart 2.2,2025
2025Q3,Life,NA,25%,NA,102.05772099669083,Chart 2.2,2025
2025Q3,Life,NA,50%,NA,106.16734659669001,Chart 2.2,2025
2025Q3,Life,NA,75%,NA,147.89789440280364,Chart 2.2,2025
2025Q3,Non-Life,NA,25%,NA,128.28142878266456,Chart 2.2,2025
2025Q3,Non-Life,NA,50%,NA,159.62859573173537,Chart 2.2,2025
2025Q3,Non-Life,NA,75%,NA,278.4847563450132,Chart 2.2,2025
2025Q4,Life,NA,25%,NA,102.02398344304062,Chart 2.2,2025
2025Q4,Life,NA,50%,NA,105.85173738763984,Chart 2.2,2025
2025Q4,Life,NA,75%,NA,147.89789440280364,Chart 2.2,2025
2025Q4,Non-Life,NA,25%,NA,127.40715854536325,Chart 2.2,2025
2025Q4,Non-Life,NA,50%,NA,160.102486913561,Chart 2.2,2025
2025Q4,Non-Life,NA,75%,NA,270.31012996958583,Chart 2.2,2025
2017Q1,Life,Total assets,NA,2401943562000,NA,Chart 2.2 - Whole sector aggregate (not shown in chart),2017
2017Q1,Life,Total liabilities,NA,2223397301000,NA,Chart 2.2 - Whole sector aggregate (not shown in chart),2017
2017Q1,Non-Life,Total assets,NA,2401943562000,NA,Chart 2.2 - Whole sector aggregate (not shown in chart),2017
2017Q1,Non-Life,Total liabilities,NA,2223397301000,NA,Chart 2.2 - Whole sector aggregate (not shown in chart),2017
2017Q2,Life,Total assets,NA,2379246747000,NA,Chart 2.2 - Whole sector aggregate (not shown in chart),2017
2017Q2,Life,Total liabilities,NA,2199177399000,NA,Chart 2.2 - Whole sector aggregate (not shown in chart),2017
2017Q2,Non-Life,Total assets,NA,2379246747000,NA,Chart 2.2 - Whole sector aggregate (not shown in chart),2017
2017Q2,Non-Life,Total liabilities,NA,2199177399000,NA,Chart 2.2 - Whole sector aggregate (not shown in chart),2017
2017Q3,Life,Total assets,NA,2384203260000,NA,Chart 2.2 - Whole sector aggregate (not shown in chart),2017
2017Q3,Life,Total liabilities,NA,2204987024000,NA,Chart 2.2 - Whole sector aggregate (not shown in chart),2017
2017Q3,Non-Life,Total assets,NA,2384203260000,NA,Chart 2.2 - Whole sector aggregate (not shown in chart),2017
2017Q3,Non-Life,Total liabilities,NA,2204987024000,NA,Chart 2.2 - Whole sector aggregate (not shown in chart),2017
2017Q4,Life,Total assets,NA,2422355014000,NA,Chart 2.2 - Whole sector aggregate (not shown in chart),2017
2017Q4,Life,Total liabilities,NA,2240725346000,NA,Chart 2.2 - Whole sector aggregate (not shown in chart),2017
2017Q4,Non-Life,Total assets,NA,2422355014000,NA,Chart 2.2 - Whole sector aggregate (not shown in chart),2017
2017Q4,Non-Life,Total liabilities,NA,2240725346000,NA,Chart 2.2 - Whole sector aggregate (not shown in chart),2017
2018Q1,Life,Total assets,NA,2364345431000,NA,Chart 2.2 - Whole sector aggregate (not shown in chart),2018
2018Q1,Life,Total liabilities,NA,2181150231000,NA,Chart 2.2 - Whole sector aggregate (not shown in chart),2018
2018Q1,Non-Life,Total assets,NA,2364345431000,NA,Chart 2.2 - Whole sector aggregate (not shown in chart),2018
2018Q1,Non-Life,Total liabilities,NA,2181150231000,NA,Chart 2.2 - Whole sector aggregate (not shown in chart),2018
2018Q2,Life,Total assets,NA,2413071741000,NA,Chart 2.2 - Whole sector aggregate (not shown in chart),2018
2018Q2,Life,Total liabilities,NA,2226039802000,NA,Chart 2.2 - Whole sector aggregate (not shown in chart),2018
2018Q2,Non-Life,Total assets,NA,2413071741000,NA,Chart 2.2 - Whole sector aggregate (not shown in chart),2018
2018Q2,Non-Life,Total liabilities,NA,2226039802000,NA,Chart 2.2 - Whole sector aggregate (not shown in chart),2018
2018Q3,Life,Total assets,NA,2428806521000,NA,Chart 2.2 - Whole sector aggregate (not shown in chart),2018
2018Q3,Life,Total liabilities,NA,2242479375000,NA,Chart 2.2 - Whole sector aggregate (not shown in chart),2018
2018Q3,Non-Life,Total assets,NA,2428806521000,NA,Chart 2.2 - Whole sector aggregate (not shown in chart),2018
2018Q3,Non-Life,Total liabilities,NA,2242479375000,NA,Chart 2.2 - Whole sector aggregate (not shown in chart),2018
2018Q4,Life,Total assets,NA,2305499692000,NA,Chart 2.2 - Whole sector aggregate (not shown in chart),2018
2018Q4,Life,Total liabilities,NA,2138592825000,NA,Chart 2.2 - Whole sector aggregate (not shown in chart),2018
2018Q4,Non-Life,Total assets,NA,2305499692000,NA,Chart 2.2 - Whole sector aggregate (not shown in chart),2018
2018Q4,Non-Life,Total liabilities,NA,2138592825000,NA,Chart 2.2 - Whole sector aggregate (not shown in chart),2018
2019Q1,Life,Total assets,NA,2388440287000,NA,Chart 2.2 - Whole sector aggregate (not shown in chart),2019
2019Q1,Life,Total liabilities,NA,2222724376000,NA,Chart 2.2 - Whole sector aggregate (not shown in chart),2019
2019Q1,Non-Life,Total assets,NA,2388440287000,NA,Chart 2.2 - Whole sector aggregate (not shown in chart),2019
2019Q1,Non-Life,Total liabilities,NA,2222724376000,NA,Chart 2.2 - Whole sector aggregate (not shown in chart),2019
2019Q2,Life,Total assets,NA,2478834360000,NA,Chart 2.2 - Whole sector aggregate (not shown in chart),2019
2019Q2,Life,Total liabilities,NA,2309541118000,NA,Chart 2.2 - Whole sector aggregate (not shown in chart),2019
2019Q2,Non-Life,Total assets,NA,2478834360000,NA,Chart 2.2 - Whole sector aggregate (not shown in chart),2019
2019Q2,Non-Life,Total liabilities,NA,2309541118000,NA,Chart 2.2 - Whole sector aggregate (not shown in chart),2019
2019Q3,Life,Total assets,NA,2593887265000,NA,Chart 2.2 - Whole sector aggregate (not shown in chart),2019
2019Q3,Life,Total liabilities,NA,2422778561000,NA,Chart 2.2 - Whole sector aggregate (not shown in chart),2019
2019Q3,Non-Life,Total assets,NA,2593887265000,NA,Chart 2.2 - Whole sector aggregate (not shown in chart),2019
2019Q3,Non-Life,Total liabilities,NA,2422778561000,NA,Chart 2.2 - Whole sector aggregate (not shown in chart),2019
2019Q4,Life,Total assets,NA,2560230699000,NA,Chart 2.2 - Whole sector aggregate (not shown in chart),2019
2019Q4,Life,Total liabilities,NA,2387472056000,NA,Chart 2.2 - Whole sector aggregate (not shown in chart),2019
2019Q4,Non-Life,Total assets,NA,2560230699000,NA,Chart 2.2 - Whole sector aggregate (not shown in chart),2019
2019Q4,Non-Life,Total liabilities,NA,2387472056000,NA,Chart 2.2 - Whole sector aggregate (not shown in chart),2019
2020Q1,Life,Total assets,NA,2439290286000,NA,Chart 2.2 - Whole sector aggregate (not shown in chart),2020
2020Q1,Life,Total liabilities,NA,2272531737000,NA,Chart 2.2 - Whole sector aggregate (not shown in chart),2020
2020Q1,Non-Life,Total assets,NA,2439290286000,NA,Chart 2.2 - Whole sector aggregate (not shown in chart),2020
2020Q1,Non-Life,Total liabilities,NA,2272531737000,NA,Chart 2.2 - Whole sector aggregate (not shown in chart),2020
2020Q2,Life,Total assets,NA,2630625557000,NA,Chart 2.2 - Whole sector aggregate (not shown in chart),2020
2020Q2,Life,Total liabilities,NA,2460929965000,NA,Chart 2.2 - Whole sector aggregate (not shown in chart),2020
2020Q2,Non-Life,Total assets,NA,2630625557000,NA,Chart 2.2 - Whole sector aggregate (not shown in chart),2020
2020Q2,Non-Life,Total liabilities,NA,2460929965000,NA,Chart 2.2 - Whole sector aggregate (not shown in chart),2020
2020Q3,Life,Total assets,NA,2624567950000,NA,Chart 2.2 - Whole sector aggregate (not shown in chart),2020
2020Q3,Life,Total liabilities,NA,2454550464000,NA,Chart 2.2 - Whole sector aggregate (not shown in chart),2020
2020Q3,Non-Life,Total assets,NA,2624567950000,NA,Chart 2.2 - Whole sector aggregate (not shown in chart),2020
2020Q3,Non-Life,Total liabilities,NA,2454550464000,NA,Chart 2.2 - Whole sector aggregate (not shown in chart),2020
2020Q4,Life,Total assets,NA,2734429430000,NA,Chart 2.2 - Whole sector aggregate (not shown in chart),2020
2020Q4,Life,Total liabilities,NA,2558180606000,NA,Chart 2.2 - Whole sector aggregate (not shown in chart),2020
2020Q4,Non-Life,Total assets,NA,2734429430000,NA,Chart 2.2 - Whole sector aggregate (not shown in chart),2020
2020Q4,Non-Life,Total liabilities,NA,2558180606000,NA,Chart 2.2 - Whole sector aggregate (not shown in chart),2020
2021Q1,Life,Total assets,NA,2672857676000,NA,Chart 2.2 - Whole sector aggregate (not shown in chart),2021
2021Q1,Life,Total liabilities,NA,2494621471000,NA,Chart 2.2 - Whole sector aggregate (not shown in chart),2021
2021Q1,Non-Life,Total assets,NA,2672857676000,NA,Chart 2.2 - Whole sector aggregate (not shown in chart),2021
