h,bS_lag,bL_lag,lambda_L,chi,V_liab,g,tau,u_i,c,y,pi,i,QL,QL_fund,omega,R,v,s,bL,bS
21,0.17587030881591167,0.1758703088159116,1.3221085479647276e-17,-2.9599688712692237e-18,4.429996490810151e-19,5.078039776862193e-20,-1.1344704232865883e-19,0.0005585458640832851,0.10654941759933974,0.06392965055960385,0.039093795523791,0.020105443625978825,-0.1527813089001891,-0.14693537285187785,-0.005845936048311257,-0.0417566860593661,0.08518849875392986,-6.892297915685252e-20,0.1527813089001891,0.1527813089001891
22,0.15278130890018912,0.15278130890018907,9.695462685074669e-18,-2.1706438389307636e-18,3.248664093260777e-19,3.723895836365608e-20,-8.319449770768314e-20,0.0003909821048582996,0.09270890110670749,0.0556253406640245,0.033945960118610986,0.017363962164163825,-0.13266728998525013,-0.1274588784530628,-0.005208411532187355,-0.03720293951562395,0.0740390177789905,-5.0322337568765177e-20,0.13266728998525013,0.13266728998525013
23,0.13266728998525015,0.1326672899852501,7.09531587407737e-18,-1.5885166275811494e-18,2.377431450068114e-19,2.725214680249377e-20,-6.088324604971355e-20,0.00027368747340080976,0.08060675043085563,0.04836405025851338,0.029466112840015594,0.015006743893408638,-0.11516204632730023,-0.11054856458138936,-0.004613481745910904,-0.032953441042220734,0.06431565271199535,-3.6679012809413516e-20,0.11516204632730025,0.11516204632730026
24,0.11516204632730026,0.11516204632730022,5.182665508021732e-18,-1.1603077975375352e-18,1.7365586243975788e-19,1.9905915925299797e-20,-4.447124059283423e-20,0.00019158123138056685,0.07004292342241931,0.04202575405345159,0.025570570901844884,0.012976866682303035,-0.0999391429790594,-0.09587097587191948,-0.004068167107139939,-0.02905833647957098,0.05584610435846052,-2.6692672524483977e-20,0.0999391429790594,0.0999391429790594
25,0.0999391429790594,0.09993914297905937,3.779026932932513e-18,-8.460577690377859e-19,1.2662406636232346e-19,1.4514730362197767e-20,-3.2426946265608286e-20,0.0001341068619663968,0.06083457763442915,0.036500746580657495,0.022185212470293137,0.011226713097112987,-0.0867093192360005,-0.0831345741299289,-0.0035747451060716166,-0.025533893614797257,0.04847573114299368,-1.939702525766495e-20,0.0867093192360005,0.0867093192360005
26,0.08670931923600052,0.08670931923600048,2.7511316071748694e-18,-6.15930055859508e-19,9.218232031177148e-20,1.0566723703679975e-20,-2.3606816881362826e-20,9.387480337647777e-05,0.05281661222435019,0.03168996733461012,0.01924467850719188,0.009716214056972438,-0.0752174278585941,-0.07208490350651997,-0.003132524352074133,-0.02237517394338666,0.042066784212017996,-1.407642582373378e-20,0.0752174278585941,0.0752174278585941
27,0.0752174278585941,0.07521742785859407,1.9998610529078858e-18,-4.477337713747962e-19,6.700945591894159e-20,7.681195307675058e-21,-1.7160339963759897e-20,6.571236236353445e-05,0.04584128792007229,0.027504772752043383,0.016691538361250285,0.008411481542988694,-0.06523921490538451,-0.06250017526753979,-0.0027390396378447145,-0.019564568841747957,0.03649726838376358,-1.0202453776971465e-20,0.06523921490538451,0.06523921490538451
28,0.0652392149053845,0.06523921490538448,1.4517509865553541e-18,-3.250215525535557e-19,4.8643901333750195e-20,5.575978815941895e-21,-1.2457135677396071e-20,4.5998653654474124e-05,0.03977730276269073,0.02386638165761444,0.014475466700370209,0.007283732003839594,-0.056578131511036744,-0.05418728356659042,-0.002390847944446326,-0.017077485317473752,0.0316596215815028,-7.385986634130499e-21,0.056578131511036744,0.056578131511036744
29,0.05657813151103675,0.05657813151103673,1.0525194652526317e-18,-2.356406256013279e-19,3.5266828466968894e-20,4.042584641557874e-21,-9.031423366112149e-21,3.2199057558131887e-05,0.03450857455633676,0.020705144733802062,0.012552460210193524,0.006308429162654908,-0.04906229242965571,-0.04697824192560996,-0.0020840505040457605,-0.014886075028898285,0.027459336888879596,-5.341178937066682e-21,0.04906229242965571,0.04906229242965571
30,0.04906229242965572,0.0490622924296557,7.621692679415609e-19,-1.706363150906167e-19,2.5538048200218853e-20,2.9273888783694952e-21,-6.539996230632934e-21,2.253934029069232e-05,0.029932894001272303,0.017959736400763385,0.010884109717719333,0.00546459419915037,-0.0425416451495346,-0.040727017366454066,-0.001814627783080548,-0.012961627022003912,0.02381360484406063,-3.85851706116941e-21,0.0425416451495346,0.0425416451495346
31,0.04254164514953461,0.04254164514953459,5.513024371443957e-19,-1.2342693458221274e-19,1.8472521531491636e-20,2.1174779553539346e-21,-4.730597273491155e-21,1.5777538203484626e-05,0.025960553173499646,0.015576331904099787,0.009436935026923004,0.004734245051664997,-0.03688537988211686,-0.035306732315638786,-0.00157864756647808,-0.011276054046271996,0.020650022259919912,-2.784746206474499e-21,0.03688537988211686,0.03688537988211686
32,0.03688537988211686,0.03688537988211685,3.983604707107891e-19,-8.918591402069564e-20,1.3347886525981054e-20,1.5300485870944562e-21,-3.4182380298774784e-21,1.1044276742439238e-05,0.022513013842853768,0.01350780830571226,0.00818178438231085,0.004101936467897873,-0.03197958918825712,-0.03060720145917062,-0.0013723877290865026,-0.009802769493475015,0.017905392998170445,-2.0079713290912884e-21,0.03197958918825712,0.03197958918825712
33,0.03197958918825712,0.031979589188257114,2.875664647943509e-19,-6.438108168368966e-20,9.635505585942575e-21,1.1045038238088105e-21,-2.4675405778178045e-21,7.730993719707468e-06,0.019521653169939646,0.011712991901963787,0.007093297140811974,0.0035543795641257026,-0.027725172585013353,-0.026532770248707233,-0.0011924023363061227,-0.00851715954504373,0.015524632452527592,-1.446634219555299e-21,0.027725172585013353,0.027725172585013353
34,0.027725172585013357,0.027725172585013343,2.0739642006380458e-19,-4.6432416487024653e-20,6.949243422588887e-21,7.965815456560513e-22,-1.7796201743049614e-21,5.411695603795228e-06,0.016926606468853148,0.01015596388131189,0.006149426265212182,0.0030801248282098927,-0.024035973519436767,-0.023000422802075184,-0.001035550717361585,-0.007396790838297033,0.01345977873000696,-1.0413819561226872e-21,0.024035973519436767,0.024035973519436767
35,0.024035973519436767,0.02403597351943676,1.4944742034009449e-19,-3.3458653056826583e-20,5.007543054512581e-21,5.740072902521546e-22,-1.282373360896222e-21,3.78818692265666e-06,0.014675715103056736,0.008805429061834043,0.005331016194006287,0.002669296283925806,-0.020837131771825633,-0.019938128862089958,-0.0008990029097356773,-0.006421449355254835,0.011669108081061244,-7.490839709896657e-22,0.020837131771825633,0.020837131771825633
36,0.020837131771825633,0.020837131771825626,1.0760214264486803e-19,-2.4090230200915135e-20,3.605430999249059e-21,4.132852489815513e-22,-9.233088198452796e-22,2.651730845859662e-06,0.012723580209003894,0.007634148125402338,0.004621431177978634,0.0023133673198351815,-0.01806363240393741,-0.017283401855231154,-0.0007802305487062571,-0.005573075347901835,0.010116348927239407,-5.384404008854151e-22,0.01806363240393741,0.01806363240393741
37,0.01806363240393741,0.018063632403937404,7.741376373616895e-20,-1.7331582283436164e-20,2.5939073022375176e-21,2.9733577635061606e-22,-6.642694009442427e-22,1.8562115921017636e-06,0.011030718440743187,0.006618431064445913,0.004006229088095877,0.0020049707556400445,-0.01565903194079078,-0.014982042651445657,-0.0006769892893451228,-0.00483563778103659,0.008769987117939665,-3.86765415454645e-22,0.01565903194079078,0.01565903194079078
38,0.01565903194079078,0.015659031940790772,5.565421933465119e-20,-1.2460002398362214e-20,1.8648090335004856e-21,2.1376031488990237e-22,-4.775558395977527e-22,1.2993481144712347e-06,0.009562813349516967,0.005737688009710182,0.0034728758468662523,0.001737737271547601,-0.013574342987244374,-0.012987046194301872,-0.0005872967929425033,-0.004194977092446451,0.0076026543003259745,-2.7763578520264963e-22,0.013574342987244374,0.013574342987244374
39,0.013574342987244373,0.01357434298724437,3.998316283778888e-20,-8.951528038823378e-21,1.3397180688042963e-21,1.5356991043406144e-22,-3.430861689741749e-22,9.095436801298644e-07,0.008290054702512928,0.0049740328215077565,0.0030104959185516334,0.0015061575029559498,-0.011767059542629998,-0.011257650641062648,-0.0005094089015673514,-0.003638635011195366,0.006590591157175923,-1.9917504571093344e-22,0.011767059542629998,0.011767059542629998
